id,n_of_groups,gym,health,food,active,unhealthy,no_group,gym_time,health_time,active_time,food_time,unhealthy_time
951,6.0,False,False,False,True,False,False,-1,-1,-1,11,-1
952,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
953,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
954,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
955,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
956,5.0,False,False,True,True,False,False,-1,-1,10,11,-1
957,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
958,4.0,False,False,True,False,True,False,-1,-1,11,-1,11
959,3.0,False,True,False,False,False,False,-1,12,-1,-1,-1
960,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
961,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
962,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
963,5.0,True,False,False,True,False,False,10,-1,-1,11,-1
964,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
965,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
966,5.0,False,False,False,True,False,False,-1,-1,-1,10,-1
967,5.0,False,False,False,True,False,False,-1,-1,-1,12,-1
968,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
969,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
970,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
971,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
972,5.0,False,True,False,True,False,False,-1,11,-1,10,-1
973,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
974,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
975,5.0,False,False,True,False,False,False,-1,-1,13,-1,-1
976,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
977,3.0,False,False,True,False,False,False,-1,-1,13,-1,-1
978,5.0,False,False,False,True,False,False,-1,-1,-1,7,-1
979,5.0,True,True,False,False,False,False,10,13,-1,-1,-1
980,7.0,True,False,False,True,False,False,12,-1,-1,11,-1
981,8.0,True,True,True,False,False,False,11,9,12,-1,-1
982,5.0,False,False,False,True,False,False,-1,-1,-1,12,-1
983,5.0,False,True,False,False,False,False,-1,11,-1,-1,-1
984,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
985,6.0,False,True,False,True,False,False,-1,10,-1,11,-1
986,5.0,False,True,False,False,False,False,-1,10,-1,-1,-1
987,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
988,3.0,False,False,True,False,False,False,-1,-1,12,-1,-1
989,6.0,False,True,False,False,False,False,-1,8,-1,-1,-1
990,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
991,6.0,False,False,False,True,False,False,-1,-1,-1,9,-1
992,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
993,6.0,False,False,False,True,False,False,-1,-1,-1,10,-1
994,6.0,True,True,False,False,False,False,9,10,-1,-1,-1
995,5.0,False,True,False,True,False,False,-1,13,-1,7,-1
996,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
997,3.0,False,True,False,False,False,False,-1,9,-1,-1,-1
998,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
999,1.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1000,9.0,True,True,False,True,False,False,14,10,-1,8,-1
1001,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1002,5.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1003,6.0,True,True,False,False,False,False,9,10,-1,-1,-1
1004,4.0,False,False,False,True,True,False,-1,-1,-1,12,12
1005,4.0,True,False,False,False,False,False,12,-1,-1,-1,-1
1006,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1007,5.0,False,True,False,False,False,False,-1,10,-1,-1,-1
1008,5.0,False,False,False,True,False,False,-1,-1,-1,8,-1
1009,4.0,False,True,False,False,False,False,-1,12,-1,-1,-1
1010,5.0,False,False,True,True,False,False,-1,-1,8,11,-1
1011,6.0,True,True,False,False,False,False,11,11,-1,-1,-1
1012,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1013,4.0,False,False,True,True,False,False,-1,-1,11,9,-1
1014,4.0,False,False,True,False,False,False,-1,-1,11,-1,-1
1015,7.0,False,True,False,True,False,False,-1,11,-1,10,-1
1016,5.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1017,2.0,False,True,False,False,False,False,-1,13,-1,-1,-1
1018,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1019,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1020,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1021,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1022,6.0,False,False,False,False,True,False,-1,-1,-1,-1,12
1023,6.0,False,True,False,True,False,False,-1,10,-1,12,-1
1024,5.0,False,True,False,False,False,False,-1,11,-1,-1,-1
1025,6.0,False,True,False,True,False,False,-1,10,-1,8,-1
1026,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1027,4.0,True,False,False,False,False,False,11,-1,-1,-1,-1
1028,9.0,True,True,False,True,False,False,9,8,-1,11,-1
1029,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1030,4.0,False,False,True,False,False,False,-1,-1,11,-1,-1
1031,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1032,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1033,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1034,5.0,False,True,False,False,False,False,-1,9,-1,-1,-1
1035,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1036,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1037,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1038,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1039,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1040,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1041,8.0,True,True,False,False,True,False,10,12,-1,-1,13
1042,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1043,8.0,True,False,True,False,False,False,10,-1,10,-1,-1
1044,5.0,True,True,False,False,False,False,10,11,-1,-1,-1
1045,2.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1046,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1047,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1048,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1049,5.0,False,True,False,True,False,False,-1,9,-1,10,-1
1050,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1051,2.0,True,True,False,False,False,False,12,12,-1,-1,-1
1052,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1053,5.0,False,True,False,False,False,False,-1,10,-1,-1,-1
1054,7.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1055,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1056,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1057,4.0,False,False,True,False,False,False,-1,-1,13,-1,-1
1058,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1059,3.0,False,False,True,False,False,False,-1,-1,13,-1,-1
1060,1.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1061,4.0,False,False,True,False,False,False,-1,-1,11,-1,-1
1062,7.0,True,True,False,True,False,False,12,11,-1,12,-1
1063,3.0,False,False,True,False,False,False,-1,-1,9,-1,-1
1064,4.0,False,False,True,False,False,False,-1,-1,14,-1,-1
1065,5.0,True,False,False,True,False,False,11,-1,-1,10,-1
1066,4.0,True,False,False,True,False,False,11,-1,-1,12,-1
1067,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1068,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1069,4.0,False,False,False,True,True,False,-1,-1,-1,12,7
1070,2.0,True,False,False,False,False,False,12,-1,-1,-1,-1
1071,4.0,False,False,True,False,False,False,-1,-1,10,-1,-1
1072,5.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1073,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1074,6.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1075,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1076,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1077,4.0,False,False,False,True,False,False,-1,-1,-1,7,-1
1078,8.0,True,True,False,False,False,False,10,10,-1,-1,-1
1079,4.0,False,True,False,True,False,False,-1,10,-1,11,-1
1080,10.0,True,True,False,True,False,False,11,12,-1,10,-1
1081,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1082,4.0,True,False,False,True,False,False,11,-1,-1,9,-1
1083,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1084,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1085,9.0,True,True,False,True,False,False,9,10,-1,12,-1
1086,2.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1087,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1088,6.0,False,True,False,False,False,False,-1,12,-1,-1,-1
1089,6.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1090,2.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1091,6.0,True,False,False,False,False,False,12,-1,-1,-1,-1
1092,4.0,False,False,True,True,False,False,-1,-1,11,12,-1
1093,4.0,False,False,True,False,False,False,-1,-1,10,-1,-1
1094,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1095,5.0,False,False,False,False,True,False,-1,-1,-1,-1,12
1096,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1097,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1098,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1099,5.0,False,False,True,False,False,False,-1,-1,9,-1,-1
1100,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1101,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1102,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1103,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1104,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1105,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1106,9.0,True,False,False,True,False,False,14,-1,-1,10,-1
1107,5.0,False,True,False,False,False,False,-1,11,-1,-1,-1
1108,2.0,False,False,True,False,False,False,-1,-1,11,-1,-1
1109,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1110,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1111,3.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1112,6.0,True,False,False,True,False,False,12,-1,-1,8,-1
1113,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1114,4.0,False,False,True,False,False,False,-1,-1,10,-1,-1
1115,3.0,False,False,True,False,False,False,-1,-1,13,-1,-1
1116,2.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1117,6.0,False,False,True,False,True,False,-1,-1,9,-1,9
1118,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1119,6.0,False,True,False,True,False,False,-1,12,-1,11,-1
1120,4.0,False,True,True,False,False,False,-1,14,8,-1,-1
1121,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1122,4.0,False,False,False,True,False,False,-1,-1,-1,8,-1
1123,6.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1124,4.0,False,False,True,True,False,False,-1,-1,12,12,-1
1125,2.0,False,False,True,False,False,False,-1,-1,9,-1,-1
1126,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1127,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1128,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1129,5.0,False,False,True,True,False,False,-1,-1,10,8,-1
1130,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1131,6.0,False,False,True,True,False,False,-1,-1,11,10,-1
1132,8.0,True,True,False,True,False,False,12,10,-1,10,-1
1133,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1134,2.0,False,False,True,False,False,False,-1,-1,12,-1,-1
1135,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1136,5.0,False,False,True,False,False,False,-1,-1,11,-1,-1
1137,7.0,True,False,False,True,False,False,11,-1,-1,9,-1
1138,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1139,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1140,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1141,8.0,False,True,False,True,False,False,-1,12,-1,11,-1
1142,3.0,True,False,False,False,False,False,10,-1,-1,-1,-1
1143,5.0,False,True,False,True,False,False,-1,11,-1,8,-1
1144,5.0,False,False,True,False,False,False,-1,-1,10,-1,-1
1145,7.0,True,False,False,True,False,False,9,-1,-1,13,-1
1146,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1147,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1148,4.0,False,False,True,True,False,False,-1,-1,11,12,-1
1149,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1150,6.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1151,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1152,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1153,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1154,4.0,True,True,False,True,False,False,11,10,-1,11,-1
1155,5.0,True,False,False,True,False,False,11,-1,-1,10,-1
1156,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1157,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1158,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1159,5.0,True,False,False,False,False,False,14,-1,-1,-1,-1
1160,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1161,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1162,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1163,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1164,7.0,False,True,True,True,False,False,-1,12,11,13,-1
1165,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1166,0.0,,,,,,True,-1,-1,-1,-1,-1
1167,5.0,False,False,False,True,False,False,-1,-1,-1,13,-1
1168,5.0,False,True,True,True,False,False,-1,12,10,11,-1
1169,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1170,8.0,True,True,True,False,False,False,9,10,11,-1,-1
1171,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1172,3.0,False,True,False,False,False,False,-1,12,-1,-1,-1
1173,7.0,False,False,True,True,False,False,-1,-1,10,10,-1
1174,6.0,True,True,False,False,False,False,11,12,-1,-1,-1
1175,6.0,False,False,True,True,False,False,-1,-1,10,10,-1
1176,5.0,True,False,False,True,False,False,8,-1,-1,10,-1
1177,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1178,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1179,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1180,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1181,6.0,False,False,True,True,True,False,-1,-1,8,11,8
1182,4.0,False,False,False,False,True,False,-1,-1,-1,-1,12
1183,1.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1184,3.0,False,False,True,False,True,False,-1,-1,11,-1,12
1185,5.0,False,True,False,False,False,False,-1,11,-1,-1,-1
1186,6.0,False,True,False,True,False,False,-1,12,-1,10,-1
1187,7.0,True,True,False,True,False,False,12,11,-1,13,-1
1188,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1189,6.0,False,True,False,True,False,False,-1,10,-1,12,-1
1190,3.0,False,False,True,False,True,False,-1,-1,10,-1,10
1191,6.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1192,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1193,5.0,True,False,False,False,False,False,12,-1,-1,-1,-1
1194,7.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1195,5.0,True,True,True,False,False,False,9,11,10,-1,-1
1196,4.0,False,True,False,False,False,False,-1,8,-1,-1,-1
1197,2.0,False,False,True,False,False,False,-1,-1,9,-1,-1
1198,2.0,True,True,False,False,False,False,11,11,-1,-1,-1
1199,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1200,6.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1201,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1202,2.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1203,4.0,False,True,True,False,False,False,-1,11,11,-1,-1
1204,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1205,3.0,False,True,False,False,False,False,-1,12,-1,-1,-1
1206,7.0,True,True,False,True,False,False,8,9,-1,11,-1
1207,4.0,False,True,False,True,False,False,-1,11,-1,9,-1
1208,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1209,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1210,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1211,7.0,False,True,False,True,False,False,-1,12,-1,10,-1
1212,5.0,True,False,False,False,False,False,12,-1,-1,-1,-1
1213,4.0,False,True,False,True,False,False,-1,12,-1,11,-1
1214,5.0,True,True,False,True,False,False,11,12,-1,10,-1
1215,3.0,False,True,False,False,False,False,-1,10,-1,-1,-1
1216,4.0,False,True,False,False,False,False,-1,11,-1,-1,-1
1217,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1218,5.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1219,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1220,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1221,6.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1222,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1223,4.0,False,False,True,False,False,False,-1,-1,12,-1,-1
1224,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1225,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1226,3.0,False,False,True,True,True,False,-1,-1,10,11,12
1227,4.0,False,False,False,False,True,False,-1,-1,-1,-1,11
1228,2.0,False,True,False,False,False,False,-1,12,-1,-1,-1
1229,3.0,False,True,False,False,False,False,-1,11,-1,-1,-1
1230,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1231,6.0,True,True,False,True,False,False,9,10,-1,11,-1
1232,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1233,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1234,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1235,6.0,True,False,False,True,False,False,9,-1,-1,12,-1
1236,3.0,False,False,True,False,False,False,-1,-1,11,-1,-1
1237,7.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1238,3.0,False,True,False,False,False,False,-1,10,-1,-1,-1
1239,6.0,True,False,False,False,False,False,9,-1,-1,-1,-1
1240,8.0,True,False,False,True,False,False,10,-1,-1,9,-1
1241,3.0,False,True,False,False,False,False,-1,9,-1,-1,-1
1242,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1243,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1244,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1245,5.0,False,False,False,True,False,False,-1,-1,-1,14,-1
1246,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1247,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1248,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1249,2.0,False,True,False,False,False,False,-1,12,-1,-1,-1
1250,6.0,False,True,False,True,False,False,-1,12,-1,12,-1
1251,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1252,3.0,False,False,False,True,False,False,-1,-1,-1,14,-1
1253,4.0,False,True,False,True,False,False,-1,10,-1,12,-1
1254,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1255,6.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1256,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1257,4.0,False,False,True,False,False,False,-1,-1,7,-1,-1
1258,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1259,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1260,4.0,False,False,True,False,False,False,-1,-1,13,-1,-1
1261,5.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1262,3.0,False,True,False,True,False,False,-1,10,-1,13,-1
1263,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1264,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1265,3.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1266,6.0,False,False,True,True,False,False,-1,-1,9,12,-1
1267,5.0,True,True,False,False,False,False,10,12,-1,-1,-1
1268,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1269,6.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1270,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1271,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1272,7.0,False,True,False,True,False,False,-1,10,-1,11,-1
1273,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1274,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1275,7.0,True,False,False,True,False,False,10,-1,-1,11,-1
1276,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1277,2.0,False,False,True,False,False,False,-1,-1,11,-1,-1
1278,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1279,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1280,6.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1281,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1282,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1283,3.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1284,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1285,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1286,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1287,4.0,True,False,True,False,False,False,11,-1,12,-1,-1
1288,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1289,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1290,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1291,6.0,False,True,True,False,False,False,-1,11,10,-1,-1
1292,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1293,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1294,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1295,4.0,False,False,True,False,True,False,-1,-1,11,-1,11
1296,5.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1297,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1298,7.0,True,True,False,True,False,False,10,10,-1,12,-1
1299,0.0,,,,,,True,-1,-1,-1,-1,-1
1300,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1301,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1302,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1303,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
1304,3.0,False,True,False,False,False,False,-1,10,-1,-1,-1
1305,7.0,True,True,True,True,False,False,10,12,8,10,-1
1306,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1307,6.0,True,False,False,True,False,False,13,-1,-1,11,-1
1308,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1309,6.0,False,True,False,False,False,False,-1,11,-1,-1,-1
1310,4.0,False,True,False,False,False,False,-1,12,-1,-1,-1
1311,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1312,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1313,7.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1314,7.0,False,False,True,False,False,False,-1,-1,11,-1,-1
1315,6.0,True,True,False,False,False,False,12,12,-1,-1,-1
1316,5.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1317,4.0,True,False,False,False,False,False,11,-1,-1,-1,-1
1318,3.0,False,False,True,False,False,False,-1,-1,11,-1,-1
1319,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1320,3.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1321,0.0,,,,,,True,-1,-1,-1,-1,-1
1322,6.0,False,False,True,False,False,False,-1,-1,11,-1,-1
1323,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1324,5.0,False,False,False,True,False,False,-1,-1,-1,14,-1
1325,9.0,True,True,False,True,True,False,11,10,-1,11,13
1326,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1327,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
1328,8.0,True,True,False,False,False,False,9,11,-1,-1,-1
1329,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1330,6.0,False,False,False,True,False,False,-1,-1,-1,10,-1
1331,4.0,False,False,True,True,False,False,-1,-1,11,11,-1
1332,4.0,False,False,True,False,False,False,-1,-1,12,-1,-1
1333,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1334,4.0,True,False,False,False,False,False,12,-1,-1,-1,-1
1335,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1336,3.0,False,True,False,False,False,False,-1,11,-1,-1,-1
1337,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1338,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1339,2.0,False,True,False,False,False,False,-1,8,-1,-1,-1
1340,6.0,False,False,False,True,False,False,-1,-1,-1,13,-1
1341,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1342,5.0,False,False,False,True,False,False,-1,-1,-1,8,-1
1343,3.0,False,False,True,False,False,False,-1,-1,10,-1,-1
1344,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1345,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1346,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1347,5.0,False,True,False,False,False,False,-1,10,-1,-1,-1
1348,5.0,False,False,False,True,False,False,-1,-1,-1,9,-1
1349,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1350,6.0,False,True,True,False,False,False,-1,10,8,-1,-1
1351,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1352,2.0,False,False,True,False,False,False,-1,-1,11,-1,-1
1353,9.0,True,True,True,False,False,False,12,11,9,-1,-1
1354,5.0,False,False,True,True,False,False,-1,-1,10,9,-1
1355,4.0,False,False,True,True,False,False,-1,-1,11,12,-1
1356,6.0,True,True,False,True,False,False,12,12,-1,12,-1
1357,2.0,False,False,True,False,False,False,-1,-1,8,-1,-1
1358,5.0,True,True,True,True,False,False,9,9,10,12,-1
1359,2.0,False,False,True,False,False,False,-1,-1,11,-1,-1
1360,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1361,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1362,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1363,7.0,True,False,False,True,False,False,11,-1,-1,12,-1
1364,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1365,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1366,7.0,True,True,False,False,False,False,11,12,-1,-1,-1
1367,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1368,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1369,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1370,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
1371,6.0,False,False,True,True,True,False,-1,-1,11,9,11
1372,7.0,False,True,False,True,False,False,-1,11,-1,8,-1
1373,0.0,,,,,,True,-1,-1,-1,-1,-1
